
                        @relation caracteristicas

                        @attribute apu_body real
                        @attribute apu_pants real
                        @attribute apu_shirt real
                        @attribute marge_body real
                        @attribute marge_hair real
                        @attribute marge_dress real
                        @attribute classe {Apu, Marge}

                        @data

                      2.9796236762481088,0.8905777231467473,0.16074130105900153,0.06855143721633888,0.0,0.7901144099848715,Apu
22.500394570707073,0.462634154040404,2.6219223484848486,0.0,0.0,0.14204545454545456,Apu
5.936535493827161,2.5969328703703702,0.46135545267489714,0.18727494855967078,1.7128022119341564,4.075038580246913,Apu
8.7866512345679,1.9804526748971194,0.038580246913580245,0.0,4.08789866255144,0.25961291152263377,Apu
4.827353395061729,1.8534593621399178,0.0,0.0,0.0,2.4434156378600824,Apu
12.318753215020577,0.25559413580246915,0.0,0.0,1.2229134516460907,0.014065715020576132,Apu
17.22366898148148,0.5742830504115226,0.03616898148148148,0.047823431069958844,0.36209169238683125,0.41875643004115226,Apu
4.1674704218107,1.2048289609053497,0.0,0.0,7.947530864197532,1.0030864197530864,Apu
7.566550925925926,2.3911715534979425,0.20897633744855967,0.0,1.6661844135802468,0.27729552469135804,Apu
8.772183641975309,1.8462255658436215,0.05626286008230453,0.0,4.0219907407407405,0.20817258230452673,Apu
18.50003215020576,1.3057002314814814,0.43201838991769553,0.0,0.5975919495884774,0.21460262345679013,Apu
8.722350823045268,1.8687307098765433,0.0442065329218107,0.0,4.0533371913580245,0.21540637860082307,Apu
2.6019391524105755,3.419031881804044,0.0,0.33108961897356143,0.0036450233281493005,0.6834418740279938,Apu
3.959297839506173,0.5867412551440329,0.49350565843621397,0.0,0.024916409465020578,2.0270704732510287,Apu
10.381703317901234,0.13623649691358025,0.047823431069958844,0.0,0.0,1.3748231738683128,Apu
1.1598186728395061,0.6072370113168724,1.3406635802469136,0.01808449074074074,6.632185570987654,0.5795074588477367,Apu
22.025302211934157,0.09725437242798354,0.0,0.04581404320987654,0.08760931069958848,0.0024112654320987653,Apu
36.75090020576132,0.3781667952674897,0.0,0.0,0.0,0.010448816872427984,Apu
9.648276748971194,0.5586098251028806,0.0,0.03536522633744856,0.01286008230452675,1.5166859567901234,Apu
11.492091049382717,0.05224408436213992,0.632153420781893,0.0,0.2833236882716049,0.2845293209876543,Apu
4.349922839506172,0.5955825617283951,0.5778999485596708,0.0,0.0024112654320987653,2.1114647633744856,Apu
5.577658822016461,1.6332304526748969,0.024112654320987654,0.3026138117283951,1.2542599022633745,1.115210262345679,Apu
18.420058513374485,1.2192965534979423,0.39424189814814814,0.0,0.5606192129629629,0.20495756172839505,Apu
29.466366525423727,1.363877118644068,0.0,0.0,0.0,0.1059322033898305,Apu
5.0468076508620685,1.6039197198275863,0.2013739224137931,0.7997710129310345,7.660627693965518,2.2982893318965516,Apu
34.209309895833336,0.5358072916666666,0.0927734375,0.0,2.5618489583333335,0.10872395833333333,Apu
27.662840792181072,1.367991255144033,0.4243827160493827,0.0,0.22022890946502058,0.3898212448559671,Apu
43.46788194444444,0.8318865740740742,0.0,0.0,0.0,0.36410108024691357,Apu
12.027391975308642,6.903452932098765,0.03375771604938271,0.0,0.0024112654320987653,0.47341177983539096,Apu
42.806640625,2.0104166666666665,0.21223958333333334,0.0,0.55859375,0.18229166666666666,Apu
7.208879886831275,0.380176183127572,0.0,0.0,0.009645061728395061,0.1109182098765432,Apu
9.0712890625,0.3359375,2.7096354166666665,0.162109375,33.8525390625,0.49055989583333337,Apu
12.468098958333334,0.4733072916666667,6.539713541666667,0.0,26.541666666666668,2.2545572916666665,Apu
12.484375,0.4733072916666667,6.479166666666666,0.0,27.639322916666664,2.4622395833333335,Apu
0.41494406614785995,0.20671206225680935,0.030398832684824902,0.0,0.0,0.2629499027237354,Apu
14.53033186431624,0.1948951655982906,0.0,0.0492454594017094,0.0,0.6093082264957265,Apu
15.325771233974358,0.08597088675213675,0.003338675213675214,0.0242053952991453,0.044654780982905984,0.016693376068376068,Apu
9.784405048076923,0.7161458333333333,0.11226295405982906,0.011268028846153846,0.0,0.044237446581196584,Apu
15.022369123931622,0.148571047008547,0.015858707264957264,0.021284054487179488,0.3868689903846154,0.337623530982906,Apu
14.585837339743591,0.10475093482905982,0.017528044871794872,0.018362713675213676,0.33178084935897434,0.30799278846153844,Apu
14.188117654914532,1.8696581196581197,0.03797743055555556,0.0,9.680906116452991,0.0717815170940171,Apu
13.506610576923078,1.978165064102564,0.042568108974358976,0.0,9.693843482905983,0.1005775908119658,Apu
