@relation caracteristicas

@attribute chromagram real
@attribute rms real
@attribute spectral_centroid real
@attribute spectral_bandwidth real
@attribute rolloff_frequency real
@attribute zero_crossing_rate real
@attribute mel_frequency_cepstral_coefficients_1 real
@attribute mel_frequency_cepstral_coefficients_2 real
@attribute mel_frequency_cepstral_coefficients_3 real
@attribute mel_frequency_cepstral_coefficients_4 real
@attribute mel_frequency_cepstral_coefficients_5 real
@attribute mel_frequency_cepstral_coefficients_6 real
@attribute mel_frequency_cepstral_coefficients_7 real
@attribute mel_frequency_cepstral_coefficients_8 real
@attribute mel_frequency_cepstral_coefficients_9 real
@attribute mel_frequency_cepstral_coefficients_10 real
@attribute mel_frequency_cepstral_coefficients_11 real
@attribute mel_frequency_cepstral_coefficients_12 real
@attribute mel_frequency_cepstral_coefficients_13 real
@attribute mel_frequency_cepstral_coefficients_14 real
@attribute mel_frequency_cepstral_coefficients_15 real
@attribute mel_frequency_cepstral_coefficients_16 real
@attribute mel_frequency_cepstral_coefficients_17 real
@attribute mel_frequency_cepstral_coefficients_18 real
@attribute mel_frequency_cepstral_coefficients_19 real
@attribute mel_frequency_cepstral_coefficients_20 real
@attribute label {cat, dog}

@data
0.49400413,0.049509875,1272.1203205049942,1045.6014292818681,2542.4840198863635,0.08727361505681819,-269.95264,212.56693,-76.15969,17.226213,19.366386,-45.66193,8.626057,-1.6269819,-30.890272,9.638013,-7.1798105,-15.151272,13.778079,-9.187745,-10.468865,6.1776624,-10.387507,-2.723808,7.8900695,-8.530591,cat
0.4943795,0.094967425,2238.5678722528305,1520.6837127627573,3730.062343534185,0.16363896322513813,-194.0005,104.65871,-94.42964,39.974594,-37.214844,14.569974,-23.381685,18.102097,-10.168627,-4.067508,0.27500528,-9.068845,6.4545236,-8.590635,9.752196,-4.3932204,5.8357406,-6.251725,2.9498405,-0.7764504,cat
0.36093566,0.09668153,1240.8973217121077,1356.5778016905551,2158.146720096983,0.07391049817639257,-314.1894,123.35963,-2.7638319,-15.075742,-14.2926655,7.735265,-12.297836,-1.7157922,-23.612835,-27.166653,-8.321648,-5.506786,-1.2040685,9.163049,14.241428,-1.0640696,1.5234573,-6.487337,0.32330582,-0.3511234,cat
0.5641307,0.025919432,1429.2885516782585,1612.3125163034667,2782.6667882219144,0.07149302808544304,-330.84207,144.0509,-30.192606,29.216824,-13.28289,27.509947,-10.257945,19.855862,-0.7983867,3.7951026,2.5333009,-4.380331,5.872513,-7.6988525,7.277494,-5.397637,7.457832,-2.5011318,1.829896,1.7109056,cat
0.6431866,0.028960196,978.9746321195609,1411.9535109687063,1858.1238383250725,0.034174020793036754,-336.71008,150.53857,-3.902952,16.243908,3.7806158,24.896505,4.2998557,11.088694,3.5579975,3.453175,1.7255046,-2.8415916,2.747065,-0.041921,5.4910455,-1.1342143,5.5804424,0.45188057,2.563662,1.7933009,cat
0.4996504,0.1886674,1038.7037360285121,1601.8237679516992,2133.5686333745502,0.03989679350269784,-175.81093,145.83763,-2.9265263,52.596764,-9.399341,43.346424,-4.386752,16.248484,-2.8137338,8.345789,9.972201,0.9756539,12.072556,-2.4068332,9.961689,-5.5848846,6.785244,-3.2843826,4.149278,3.7622101,cat
0.5368013,0.025466682,1657.0956908187222,1830.568270454194,3592.04787880566,0.0712922059415236,-380.6042,85.9809,-13.4185505,20.675581,-4.5189676,22.044516,-1.569075,16.832193,10.964971,9.767094,4.838966,2.5142238,7.9707637,2.470714,12.289104,2.7607281,6.632564,0.62746525,6.197998,5.649586,cat
0.34291017,0.13824679,1696.0833280052784,1536.4459129700601,3277.96875,0.09598911830357143,-248.18898,105.88569,-29.406647,41.083523,-16.08013,17.251366,-2.1719859,5.39518,0.15778089,-7.5914125,7.378602,6.5814834,28.058418,2.8594122,-15.114323,-14.224319,-8.149517,5.5286117,3.9786034,-13.658301,cat
0.5426565,0.022024974,1702.834657922576,1745.0109931910438,3517.03431002176,0.080100791827853,-377.09875,116.71757,-43.13939,34.478264,-17.839697,27.527897,-12.6385765,16.727377,-0.6746413,8.195249,2.8510063,-0.5371986,9.910733,-1.9944375,14.166471,-2.9515238,8.709289,-2.3422418,6.414079,2.6682787,cat
0.62702143,0.028364886,1871.4081314708444,1711.9822466238313,3614.760482463431,0.10302111037234042,-265.1746,142.05334,-64.25273,42.561737,-30.319847,24.84574,-25.982658,13.129651,-15.335285,3.392796,-1.1329736,-5.1444,7.4382977,-10.48883,9.457777,-10.32604,8.535841,-4.923382,5.3623586,-1.073825,cat
0.49053222,0.031924948,1337.0857147517952,1856.6911996531671,3266.7576802768376,0.04986418792311412,-324.46515,126.77692,7.4669185,52.580345,-6.268824,33.84338,-8.907766,15.547285,-2.878542,3.880211,5.707949,0.48830712,9.373696,-5.716975,6.5776587,-8.002441,3.927016,-4.1917615,0.06264538,-2.023365,cat
0.524529,0.034206677,1226.2326074468713,1806.689362390859,2958.8370406189556,0.04300463914410058,-337.3437,126.689445,13.349143,53.268223,-3.0773387,33.043686,-6.421247,16.09078,-1.4297792,4.053961,5.458889,0.18301079,9.552035,-4.697068,5.950584,-7.6692524,3.5898895,-3.9935942,0.035342395,-1.0163394,cat
0.51008666,0.052003648,1973.907298842283,1834.1314991533475,3896.097279743976,0.12181146460843373,-262.697,105.47742,-18.227251,15.856166,-26.14999,19.8096,-1.1695815,12.501503,-3.5148623,-1.7953924,3.335627,-0.725181,5.8901157,-7.2865605,3.025669,-5.0256424,4.800426,1.2881552,3.9412475,3.185533,cat
0.26853958,0.12842022,1710.9242892237794,1045.847224728579,2604.61318359375,0.127982421875,-353.28226,52.973667,-50.68771,-8.510393,27.32141,9.858482,-0.41224962,15.985628,3.63988,-9.436312,-6.8415027,-3.6061084,2.2037132,5.5806184,8.908188,-1.7089497,-6.5621243,-7.335974,-11.135147,-3.2472198,cat
0.27426207,0.14289542,1498.5115234610512,1030.9442241952613,2368.923070675169,0.11104006739603482,-346.90402,75.8646,-41.868797,-38.49425,10.780597,19.345133,-6.4745965,5.632173,15.9021015,7.1392956,-9.331007,-15.653721,-4.62002,-1.8372935,9.654768,11.040662,1.683949,-5.913975,-15.913429,-6.38643,cat
0.28801152,0.14155355,1429.7302034691709,1003.4913200472816,2280.1927607748034,0.10714847587180747,-342.79898,95.09654,-37.711044,-52.63527,-3.1219668,20.103834,-8.158156,-3.3414583,18.973415,20.659868,-3.8614335,-19.50505,-5.1434875,-5.9591284,-1.0458428,6.900185,3.646564,3.228414,-6.1241393,-9.77611,cat
0.3979716,0.044782713,1452.510803813675,1395.5345350594203,2879.5348766924567,0.09065692244922631,-253.15761,103.09065,-29.209618,27.212332,-18.963423,14.116666,-12.02549,10.337634,-6.6148214,0.46964327,-1.3173119,-4.7888722,2.6841938,-6.559752,5.5038476,-7.4213557,2.8466835,-6.8257923,-1.1692194,-2.7810214,cat
0.64971465,0.028981825,1815.17459349577,1881.0405833555674,3932.9333425259915,0.083586761061412,-355.32303,87.23024,-0.9487064,53.11684,-6.3805866,29.495995,1.5071306,13.650701,4.823618,-0.036460154,8.793214,5.296739,5.2832255,-7.093495,9.334932,0.6771737,2.0254056,5.1479397,6.3931427,3.646353,cat
0.5204729,0.05298186,1789.5295673917317,1692.2902928072447,3619.068239446272,0.11511349445662768,-181.94652,123.496346,-41.05582,38.70994,-27.998032,21.086477,-16.80068,15.201246,-7.357575,1.9937437,-1.0567359,-4.7620034,4.404326,-9.959684,6.379168,-9.653764,4.813209,-9.535427,-1.9023743,-4.614232,cat
0.5817938,0.066235706,2092.3373192264535,1873.827828930595,4333.609191776475,0.13185104871856868,-161.05261,119.31188,-49.539917,58.370426,-37.596622,34.496918,-21.390188,24.11098,-8.376905,7.0288405,-0.17038386,-2.1019192,7.802469,-11.208534,10.487461,-12.25431,8.540576,-10.842781,2.5295644,-5.0589995,cat
0.3899601,0.06666268,1488.9960696476758,782.9368344798319,2300.4638671875,0.11566986908783784,-395.93735,92.34887,-63.88601,-24.155483,13.131792,-18.171316,-17.01161,-8.118959,-14.717974,-8.55306,-10.805562,-17.358496,-6.37873,1.3579386,5.789669,11.573171,3.3360314,-10.208161,-12.276527,-2.8684466,cat
0.20806445,0.1522657,2141.606791289004,1464.1349579649052,3309.4876802884614,0.11110276442307693,-246.23244,63.5669,-96.69571,19.005346,-47.199234,-4.7618327,-27.983706,-12.944706,-22.629087,13.540791,4.199389,23.72702,9.113689,-0.48174107,0.9591412,-22.94509,11.233123,-19.930819,4.8775377,-12.730289,cat
0.20364088,0.18199056,2344.1443347243944,1503.0981721997011,3627.8865733045213,0.13162815824468085,-144.51976,74.53509,-127.773026,17.989706,-69.614494,-0.11667414,-24.296917,14.742309,-6.212128,25.476845,11.393597,5.565659,-6.362834,-18.931433,2.0875216,-14.878023,4.6198735,-15.044616,17.618805,0.8166968,cat
0.675863,0.028182557,1445.2596951330413,1818.4394172983589,3434.871501307334,0.05461760490171371,-365.41782,102.10118,13.679623,51.76034,-2.3918157,28.151209,5.97731,11.093288,3.0936353,-0.27799878,5.4329243,6.991565,5.6390243,-8.043244,11.084138,0.10304519,0.88553697,8.594899,6.0213737,2.553943,cat
0.4536496,0.070223734,571.0832260296718,1099.7848972882066,914.7924135809076,0.02276611328125,-381.19034,133.23994,28.001783,14.799955,15.236499,22.990906,18.525528,23.473637,16.922426,13.215445,10.194228,4.6814027,4.450431,1.0647639,1.5579,-0.1970148,3.2991428,-1.6497021,-2.77296,2.7799377,cat
0.45588997,0.053643774,1638.4862099407408,1720.8090834142204,3411.3258583172146,0.08341298204787234,-300.4417,113.89469,-15.651942,16.517075,-15.403995,14.055902,-3.3379369,7.8495007,2.0693989,-1.7190485,0.5373078,-3.5138621,3.132955,-5.464675,7.2373686,3.6139877,7.3134756,6.462311,2.8383927,2.9273353,cat
0.4498474,0.05220851,1430.604076184037,1625.1702151635075,2918.3113024359286,0.0691517695236944,-303.486,123.44462,-9.098829,15.816906,-11.776059,14.504889,-3.3993452,7.801698,3.320099,-3.297105,-0.41096705,-2.4454749,2.5435069,-4.770173,10.211346,5.552885,6.2186465,6.086579,2.6999056,4.263275,cat
0.50257856,0.05880844,2606.3484198535757,1941.1145095961829,4833.2855224609375,0.19233534071180555,-288.00198,67.3789,-51.273777,20.701387,-21.450218,13.445568,-18.826939,15.16501,-4.4015293,4.4712286,-4.2778683,-12.240844,-0.34800985,-10.554384,9.786904,-8.594259,2.6448417,-4.6736794,-4.0294094,-7.1140304,cat
0.5508718,0.030355236,2580.9463612427344,1990.9358555176466,4900.458091177591,0.19110970846036585,-295.56058,85.7443,-53.861706,27.575905,-30.124275,21.796572,-23.541172,14.524212,-10.863161,2.252799,-3.2858129,-9.282042,2.8222916,-11.940306,10.379322,-11.892173,3.5110579,-6.529703,-2.6292436,-6.477438,cat
0.10995948,0.090103984,1007.6632930924676,506.84980121605025,1395.4360064338234,0.0787808287377451,-423.51016,26.074219,-44.361347,-2.8482013,4.4145455,-10.947811,-13.125496,-4.9726515,14.219382,20.15575,18.818432,19.322788,9.749764,-1.0292298,-9.597705,-7.1065235,4.396109,4.061687,1.1458254,2.1677272,cat
0.58924854,0.011506751,1201.4430128375755,1682.7101762376547,2614.9136280450293,0.03739580770177165,-446.89453,107.674835,6.996858,10.696128,10.82058,24.350527,8.109391,11.84092,12.381537,11.329683,11.78014,5.683846,6.7586737,2.3491561,4.6169653,3.2699416,3.6213415,2.4087405,2.3563216,2.1019738,cat
0.6410502,0.011247355,1416.8697951611268,1866.196772096715,3568.1315104166665,0.05011402747319688,-414.54813,111.56253,15.914744,46.889248,-9.271824,20.86116,1.7990621,9.984131,5.820043,2.3516784,5.19436,5.481861,3.3728733,-8.12281,10.8527775,-1.8990985,3.8172991,9.130227,2.3495154,2.3360221,cat
0.54760647,0.12894642,1429.7055501429138,1874.965998671567,3135.3477076480262,0.05898780153508772,-269.89005,82.26038,-20.19173,38.482048,-5.233833,44.03338,7.8117847,47.7046,26.887365,23.702173,1.7941967,-11.643673,12.641111,11.410905,19.443398,-6.585269,16.890535,1.5022018,-4.2675633,6.6179705,cat
0.51419944,0.085219994,1748.7414790044813,1815.5836607221092,3676.9121013703893,0.08018085083674864,-269.68875,94.57464,-22.916924,40.901604,-4.8232107,37.990913,2.5120647,26.944124,7.7282853,-1.0547557,6.9173803,8.83389,16.494307,-2.4240048,10.129927,1.1745907,5.53697,1.7746319,11.509579,5.998057,cat
0.5195198,0.059508596,1679.2959879627465,1886.1654151451423,3757.1661698190787,0.077544392665692,-257.562,103.77367,-9.433438,50.807716,-15.293992,28.566277,-3.7757828,17.860697,7.135978,13.150558,12.268381,6.524414,9.749108,-4.1099014,3.178937,-10.507574,4.2535424,-3.219219,0.7679311,-6.0129495,cat
0.5222768,0.05683939,1670.819068623146,1916.6540423482973,3828.286973374033,0.07436041767408123,-259.4016,102.92574,-9.241607,49.875423,-15.923541,30.12084,-3.2570853,18.566814,8.88691,13.82639,12.075901,7.925819,11.5973625,-3.3352985,3.2247722,-10.837122,5.288509,-2.7924044,-0.28964558,-6.6904407,cat
0.52259356,0.05327988,1726.3955657009283,1934.4630857768248,3988.021531745569,0.07955522679570895,-276.48734,106.089035,-22.794397,58.419136,-23.741488,37.005573,-6.7954063,22.664982,7.2528925,14.080652,10.765361,9.538545,14.154365,-5.3026643,5.9093685,-12.210717,7.68587,-4.498361,0.10273071,-5.8721805,cat
0.47063947,0.14581949,1116.010401541285,1450.370836173425,1863.6008522727273,0.04828805634469697,-348.0993,82.530975,5.826749,28.468523,-10.814962,12.392876,5.6918917,22.367418,29.823187,22.05181,19.548166,-7.2144365,-7.3450103,-3.6891809,3.2210283,11.992114,5.8740973,10.657654,19.051554,1.982826,cat
0.28376427,0.11798162,1675.081887975245,1723.9597705741407,3400.229439277767,0.07412955930727554,-223.75368,112.620186,-32.85061,42.011684,-16.735926,24.447426,-15.792329,12.730959,-7.778535,-0.81444526,-3.5064807,-5.3864994,2.0088952,-9.26185,15.586282,-2.9376025,13.77058,2.447707,2.8104362,0.99056846,cat
0.49239713,0.0702997,2584.5630157755822,2094.069342420672,5412.784705528846,0.16420522836538462,-215.52873,93.24735,-54.39028,35.619793,-30.278023,38.05262,-30.988464,20.205715,-5.53237,2.5438154,7.375037,-1.5900934,1.7178029,-18.570065,1.2878957,-20.013489,3.0036159,-10.221844,-5.834026,-7.8627434,cat
0.36324075,0.10114745,1541.6224044061423,1256.5959629297731,2668.7110231633774,0.10483674463937621,-154.29814,155.34271,-82.63104,26.538,-25.378826,0.77341646,-24.151888,-3.3385658,-7.3192434,4.545148,7.5737815,-0.025096038,4.909883,-9.962398,3.5150244,-7.1191816,-0.77480245,-6.197378,2.7868724,1.9882444,cat
0.35947832,0.1179601,1409.0817771122038,1238.4808068486868,2514.8657084894826,0.08988530585106383,-136.69853,167.32687,-73.56575,22.252607,-29.036396,-1.0836859,-23.85221,-2.9213133,-12.44353,4.768492,9.064343,-6.36344,2.2730744,-12.63807,-0.26151073,-8.640039,-3.9486668,-8.079103,2.1626203,1.2061262,cat
0.21130179,0.08379015,2039.7487495587957,1699.0791223539438,3898.2609238735463,0.11749977289244186,-277.72867,71.32348,-72.2608,4.565642,-46.916954,35.93724,-27.03003,-14.983411,-23.194084,-16.380957,-38.3958,-28.771618,2.898736,-10.119447,27.44551,-0.12005187,18.52749,7.4018006,-11.558598,-15.931466,cat
0.39628038,0.18271519,2166.2316466046523,1233.6666953368954,3320.359650822996,0.18320486442430026,-93.4554,120.13118,-138.73271,25.465006,-42.239086,12.926153,-21.09003,5.309449,-0.690113,0.95139414,12.168449,4.6436734,14.272942,-8.948454,6.9915037,-7.538143,-0.781446,-3.947988,-0.12755898,4.9468517,cat
0.57106185,0.012389514,2608.580858211268,2119.3928349528796,5260.437887821471,0.19187233664772727,-339.62628,69.454094,-23.172585,20.883448,-18.633085,10.303953,-15.21889,4.541437,-9.718249,-10.618145,-12.2100525,-17.827068,-4.8629384,-13.756191,-1.6038501,-9.197192,-2.6578937,-5.7458367,-4.661253,-7.2056856,cat
0.626078,0.009145797,2320.988188153273,2097.732213683308,4936.278877749463,0.16244362761534334,-348.36185,122.223946,-56.824345,54.911983,-47.55279,36.636593,-27.951796,23.31029,-25.054888,-5.7259912,-18.398367,-22.951366,-1.917462,-25.233864,5.3481812,-19.15325,4.471761,-11.869524,1.3456862,-10.060205,cat
0.18896584,0.15299924,1975.304509533294,1406.1014760651271,3205.192246547965,0.12395530523255814,-270.02985,64.05813,-66.59041,17.47008,6.397417,12.753746,-6.4174833,-1.6821007,-13.661029,11.248466,-5.6624107,7.937827,35.469997,11.833923,19.321218,-6.853995,-9.227091,-9.269702,6.981685,13.296322,cat
0.3895007,0.1453601,2977.4217831541364,2069.4651329491912,5427.000517003677,0.20480047487745098,-123.324005,86.62075,-68.35227,57.2681,-61.854378,36.008896,-32.849354,14.5411,-29.006773,2.9606676,-8.942377,-6.2393327,14.554912,-9.0430355,15.579579,-17.342554,12.952012,-6.183648,0.72450465,-14.0651865,cat
0.31508645,0.108458094,1994.5428865625086,1520.7708469992108,3400.927734375,0.14130261479591838,-159.9715,133.19165,-81.253586,41.61679,-30.259434,18.921453,-30.52312,19.36172,-11.293863,-9.114674,6.578262,-12.078927,1.7593004,-10.6271925,12.817952,-6.158598,8.864804,2.226814,-0.1989292,-1.1512313,cat
0.58282274,0.042901117,2533.0137020428615,2131.4585052927414,5251.616962139423,0.16778094951923078,-200.25832,119.68072,-62.74118,49.865555,-53.168644,28.917765,-39.990494,26.379047,-29.179033,-7.452212,-12.054447,-13.613191,4.682789,-12.193349,9.326782,-22.123213,7.845207,-14.530942,1.2186756,-8.984312,cat
0.4933914,0.042275574,1907.4745617226638,2005.4142422356813,4419.469572368421,0.0977895041423002,-281.77478,102.39347,-10.260879,30.854242,-9.384541,27.260702,-4.4759264,9.287545,-4.1079445,2.0404317,6.1667743,0.68337846,7.3249025,-6.9773107,1.0421649,-10.626655,1.9848107,-2.0503929,-1.5629805,-1.3248231,cat
0.46005303,0.03484437,1817.9871177565815,2020.1157821866777,4370.677955376572,0.08615377931576403,-287.14062,106.57306,-2.299144,29.779755,-10.507412,26.387335,-4.8192606,9.0827675,-4.469775,-1.089131,3.5877721,1.148392,7.494417,-6.319825,0.8945898,-12.503169,0.15306275,-2.557923,-1.9839306,-2.2082083,cat
0.4493371,0.034462683,1816.5079933350726,2017.4864015231894,4369.719998564434,0.08530849552707931,-293.42633,110.62852,-7.2548037,35.974464,-13.592194,29.563671,-6.7395134,10.415317,-5.2994194,0.83949757,5.517253,0.43071517,7.724733,-9.271381,-0.060184382,-13.549759,1.4602414,-2.1527274,-2.07515,-2.742341,cat
0.38341367,0.11438338,1433.8409379763073,1188.07164094895,2480.9419201266383,0.09964186145413306,-156.88121,164.5127,-94.16243,5.501033,-31.83327,-25.51631,-38.90452,-7.4443145,-36.05119,-11.613847,-17.172224,-11.114939,6.105691,-22.345196,2.5025482,-20.440184,-5.0159698,-10.31185,-12.956111,1.1543415,cat
0.36563316,0.07688445,1526.0748539928722,1182.2070851556068,2552.101073274299,0.11080301015473888,-201.50986,153.46576,-97.60626,2.6542747,-26.666748,-25.066994,-34.44749,-8.66966,-31.992785,-6.3031483,-14.377142,-8.545614,8.183738,-19.1185,3.55887,-19.24394,-5.865897,-7.5202394,-10.684141,0.5542736,cat
0.35772732,0.057063505,1577.8721242139181,1157.748400161905,2556.786731594536,0.11809700646760155,-233.42749,142.15982,-95.76315,-2.481039,-20.826986,-25.812202,-27.281643,-11.708805,-24.202705,-4.218967,-13.962519,-4.7930784,8.855839,-10.881661,5.972889,-15.888826,-8.493876,-8.496998,-8.311068,1.3937341,cat
0.36571872,0.023109745,1143.4694828526324,1211.1044242161981,1827.125703757591,0.06611104082321187,-428.04733,130.29338,-6.1933007,-27.782906,-18.133549,5.6823945,-11.182823,-8.0325575,-8.193463,-3.6926715,6.1568327,2.607356,5.354546,7.2444673,5.4894385,-0.7717906,-0.1728105,-4.292419,-4.3213654,-4.925639,dog
0.35414836,0.04746843,1425.1089479466928,1405.7603494666453,2512.70947265625,0.08405078125,-347.1691,124.04501,-7.710524,-7.561773,-29.5057,-8.386259,-18.456701,-19.9403,-16.10004,-8.234957,-1.1436998,-6.3355675,-0.7727861,0.4260905,-1.6285058,-9.199819,-2.645608,-0.4934961,-2.6712294,-3.2376056,dog
0.28187343,0.1282673,935.2922923303586,1117.6733584481717,1384.9039713541667,0.049262152777777776,-274.81552,160.03116,8.429619,-15.106871,-29.25663,-8.308361,-17.632801,-3.2364943,-5.52274,-13.357697,-7.3274345,-6.9457064,1.6140296,-2.4862235,2.0242786,11.638017,14.219308,6.2661314,3.435108,3.43762,dog
0.42643902,0.032563932,1626.7521426130133,1644.4955212973844,3268.740234375,0.078094482421875,-380.83145,107.765305,-10.268616,-2.2631881,-32.11849,1.0114229,-2.04405,-12.724269,-12.803038,-5.505689,-10.525869,-7.5825667,0.28944817,-8.096623,1.6558825,-1.9527069,-4.0098686,-2.9272678,-2.3871748,3.2965515,dog
0.4822513,0.067254566,1412.2052810412872,1753.033641205587,2987.5662935697114,0.050694861778846155,-265.8037,119.3174,-11.237736,18.073019,-8.697142,20.917395,-10.349063,8.26996,-7.9935117,-4.959955,2.5546336,0.20898907,4.84848,-2.7912273,7.3592887,-0.83085656,15.272311,3.9406617,3.270451,10.161319,dog
0.58215433,0.08864486,886.1155903042771,1388.3271123910451,1579.2542802526596,0.03970661569148936,-243.88696,157.27505,22.111208,54.007458,-9.745466,14.449452,1.4274318,-2.088427,-4.5419393,6.107251,1.1388062,1.4505304,5.5682554,-8.323186,-0.21811457,-13.640202,0.4332519,-2.196858,-6.7082705,-0.93403685,dog
0.34580594,0.10179062,1540.2051656277104,1402.216804648255,2598.9065069901317,0.09165124725877193,-255.37334,120.592316,-55.301605,-25.396809,-41.947216,3.115256,-16.53405,5.518494,14.122767,2.5934055,7.2022233,-14.200591,-4.2396755,-4.2425385,-5.7662044,-4.8377004,-8.335448,-5.296044,-7.382881,-8.723935,dog
0.51705784,0.026965838,1757.704456137427,1798.572466837847,3747.8734909679015,0.09926912471719457,-332.6015,117.93854,-10.724133,25.350567,-26.507156,18.414755,0.58249414,2.999297,8.00219,9.231458,3.848735,2.0844443,14.690502,-1.2297475,-2.154962,-5.931669,-0.7510998,-0.119224995,2.1457565,-2.2224348,dog
0.43197984,0.07092922,1583.9103183011464,1190.7745902396468,2510.2281231746497,0.10665522780373832,-330.0975,97.024864,-83.92347,-37.761005,-29.391205,-18.836843,-17.507769,2.1449614,-8.619308,-2.7406008,-6.077514,-10.333501,-0.7192897,-4.244373,3.6736712,-0.18154123,3.316324,0.024034107,0.7975323,-2.3012054,dog
0.3773083,0.0776681,865.0791683019559,1093.1546516836436,1412.909405048077,0.04545283817744755,-291.72183,164.27983,9.988005,-5.0587773,-3.6561782,4.5123596,-16.51442,-4.760142,2.1351156,-4.1268134,-1.1638702,2.283794,4.032885,-0.8625022,1.1337714,5.161002,9.9065275,3.9383614,6.631793,5.975021,dog
0.66737866,0.12208337,2052.5552327816595,1886.0715085471977,4213.442689237296,0.12580269973567532,-57.821537,141.0781,-66.01221,52.94803,-40.608532,35.079723,-24.539423,29.402538,-8.02837,6.0196843,-1.7002256,-10.465845,4.6772346,-14.6190605,8.197179,-16.04462,5.9098177,-11.513485,3.123875,-2.4448626,dog
0.65910655,0.041319527,3438.6141279982944,2171.1480150613743,5996.372222900391,0.25687735421316965,-230.04356,78.7168,-55.629353,70.8644,-52.529533,63.614826,-25.371664,33.90684,-16.132954,12.101852,-2.2246845,-4.617095,10.404718,-14.552897,14.496277,-16.86539,11.429811,-13.745112,6.2686105,-7.755744,dog
0.3127903,0.13015136,288.8514509270446,718.209773099556,300.4218292236328,0.01056365966796875,-403.19193,79.26717,54.730022,34.94223,26.062454,22.738886,20.126602,17.992786,16.649654,15.09009,12.41646,8.579247,4.231917,0.44353992,-2.0181158,-3.087626,-3.0913649,-2.631041,-2.5421143,-3.265988,dog
0.44161385,0.03072979,558.2216430595328,976.0533592941398,782.0687538965087,0.02276535224438903,-416.00266,82.267044,47.222393,23.67448,0.5677726,-8.62902,-4.1208806,-0.55719906,2.2717104,3.3592198,0.9779925,-1.8995038,-1.5680728,-0.29791558,-0.91619563,1.1890745,3.2203336,1.5632818,1.0997201,1.3805135,dog
0.4981265,0.026932534,1006.105014507956,1510.2114771356703,2058.8134765625,0.035079738693019946,-416.8677,118.94427,19.591629,13.578344,9.555096,12.185246,8.62434,8.76268,1.5726388,1.086049,2.551488,3.1364217,3.9086094,4.890389,8.027824,1.6252799,3.9377654,4.9073496,2.1626737,-0.71519536,dog
0.618309,0.06852147,1142.6306618256185,1324.791744262758,2145.984825721154,0.04948274381868132,-400.50836,58.775654,-24.198755,-7.878347,5.439914,17.439102,7.264466,16.111744,7.6644416,4.847506,4.982702,7.4383445,5.47663,2.4067562,8.72089,6.588369,7.728258,3.6730049,6.1072598,2.579009,dog
0.3445329,0.08597418,1643.5873485924503,1490.1620974555499,2747.07275390625,0.09856073288690476,-191.40588,137.65652,-68.97286,-20.589699,-50.45016,13.772069,-25.7237,9.1271,-4.3060684,10.15055,2.2213795,-12.047518,-4.4381523,-13.707958,4.9489794,-9.46072,0.4640759,-7.946503,8.5431185,1.9067184,dog
0.30906975,0.16315217,1011.1391599447584,1144.58071192053,1465.8161364103619,0.053689521655701754,-199.76324,181.79,-31.359016,-33.516945,-28.02728,1.1096492,-47.870922,0.73230815,-31.36441,-12.13328,1.1878691,-20.165201,0.33656728,-17.884281,-5.766126,8.692135,12.99244,5.0953236,9.539192,2.1266685,dog
0.3402449,0.12101233,1278.2239945228896,1001.4845468013918,2286.5506285174765,0.08027945423578199,-292.69397,118.43439,-60.63107,-29.926125,-27.657194,-29.683302,-21.901466,-20.574575,-6.1049476,-11.083859,-2.0983956,7.5666633,0.727358,4.389581,-2.8918169,-13.282346,-7.247272,-1.2291028,-4.499921,-4.4953046,dog
0.34488186,0.049013242,791.7847515450499,1076.2761481619275,1269.29668079723,0.041345769708806816,-386.84045,114.19518,30.508162,2.4047925,2.126118,6.9459276,3.688965,4.3109937,-3.8475661,-11.392976,-12.380121,-10.994317,-3.7204096,1.3980482,7.399089,7.734461,2.495532,-1.4464519,-1.5023017,0.04905484,dog
0.28705525,0.1639432,1069.7528733963106,759.8208280978739,1641.5049994169776,0.0705712161847015,-254.90059,145.18968,-65.13659,-50.402832,-41.664917,-41.31732,-24.327608,-15.419419,-11.123371,-13.488465,4.9106016,1.1917342,-10.047924,14.03986,11.895322,-11.375312,-11.456517,-4.1712866,-6.9370666,-11.361487,dog
0.34017378,0.066801466,2051.16059270515,1587.5178599916587,3458.823529411765,0.1390426554144385,-239.13608,97.1943,-82.921036,-4.363031,-29.679459,-13.124249,-47.352203,10.052724,-12.795428,11.619803,1.5670509,-11.854407,-1.2887123,-28.473185,-6.768257,-8.833333,5.0386214,-10.928092,-5.4215407,-4.8724184,dog
0.34728828,0.04560252,1424.9695455170006,1417.827698984775,2586.209052905702,0.08199984009502924,-352.12897,125.20037,-9.7782,-9.370115,-30.02675,-6.15487,-15.990131,-20.872425,-16.549833,-6.9696665,-0.013347008,-4.709238,0.9571035,1.84013,-3.6826663,-10.176485,-2.352452,-2.8304486,-3.523934,-4.8391395,dog
0.27201772,0.14210893,1103.58797020143,909.3386310581473,1787.3166876324153,0.0694918012888418,-318.9845,90.36172,-21.25677,-25.529743,-26.205936,-28.78012,-23.629965,-16.422672,-6.3629007,-2.746563,4.2456684,-0.20540589,-6.1336775,3.2406902,1.7520131,-7.4350276,-8.207208,-5.08798,-7.0253987,-9.499453,dog
