@relation caracteristicas

@attribute chromagram real
@attribute rms real
@attribute spectral_centroid real
@attribute spectral_bandwidth real
@attribute rolloff_frequency real
@attribute zero_crossing_rate real
@attribute mel_frequency_cepstral_coefficients_1 real
@attribute mel_frequency_cepstral_coefficients_2 real
@attribute mel_frequency_cepstral_coefficients_3 real
@attribute mel_frequency_cepstral_coefficients_4 real
@attribute mel_frequency_cepstral_coefficients_5 real
@attribute mel_frequency_cepstral_coefficients_6 real
@attribute mel_frequency_cepstral_coefficients_7 real
@attribute mel_frequency_cepstral_coefficients_8 real
@attribute mel_frequency_cepstral_coefficients_9 real
@attribute mel_frequency_cepstral_coefficients_10 real
@attribute mel_frequency_cepstral_coefficients_11 real
@attribute mel_frequency_cepstral_coefficients_12 real
@attribute mel_frequency_cepstral_coefficients_13 real
@attribute mel_frequency_cepstral_coefficients_14 real
@attribute mel_frequency_cepstral_coefficients_15 real
@attribute mel_frequency_cepstral_coefficients_16 real
@attribute mel_frequency_cepstral_coefficients_17 real
@attribute mel_frequency_cepstral_coefficients_18 real
@attribute mel_frequency_cepstral_coefficients_19 real
@attribute mel_frequency_cepstral_coefficients_20 real
@attribute label {cat, dog}

@data
0.6748254,0.081011966,1221.8795360629854,1579.2217054918342,2228.4782719566006,0.05263048537234043,-330.98706,68.08795,12.56405,29.248985,9.719309,23.051125,9.314545,19.112762,5.448983,4.891328,9.469543,5.4982247,7.997599,9.030842,14.399142,7.5223355,12.372106,5.6742864,4.529037,3.6977992,cat
0.44692406,0.050543256,1925.3412857257342,1924.2009949401283,4165.8447265625,0.09537428252551021,-308.84552,91.14218,-18.75718,31.148008,-13.477498,30.062021,-7.330039,8.534699,1.3352723,3.4042587,3.4497328,-2.1597493,3.7993352,-5.751597,2.8077111,-6.422034,3.2211375,-2.7720108,4.5240192,3.1504593,cat
0.22562331,0.10683379,1370.9616871062165,1027.9357424058844,2515.964012379073,0.0819497040478615,-284.5647,57.652893,-48.969296,10.936529,-25.95766,2.5396998,-9.9354515,-1.6227691,-3.517078,-3.3529723,-1.060315,-3.958276,-1.993659,-5.472811,-0.91174465,-6.153507,1.865669,-3.8636715,1.4901918,-0.34817374,cat
0.22458619,0.11109745,1305.0855956609148,1021.2424307789366,2450.089310381876,0.08076977682956778,-290.87396,57.694115,-47.316093,11.102782,-25.80903,2.0447311,-8.868879,-2.3560007,-4.613946,-2.7472007,-0.039221145,-3.2561135,-2.7715054,-6.0296884,-0.5394637,-6.4452405,1.4732836,-3.7440164,1.216488,0.035066318,cat
0.23921995,0.10790167,1419.6475336606982,1088.3192727719618,2622.760800743472,0.08542182966634429,-289.4351,59.504322,-47.833065,11.816362,-24.663666,-0.63060105,-8.217971,-2.9765012,-4.88925,-2.5503864,0.21953692,-3.6339412,-3.69499,-5.0514507,-1.2405562,-6.1204743,1.9461739,-4.036385,1.3807195,-0.300618,cat
0.17309555,0.12161614,1399.7862275249088,720.9031750112796,2066.8097245065787,0.11006887335526316,-294.30386,120.610016,-85.51193,-42.72117,-7.298239,-18.10301,1.0380279,-8.115476,-4.5408835,14.050609,-5.187621,-3.3929596,15.710206,4.0057535,0.3162289,8.888238,3.827693,-1.5247545,-3.4865568,-6.87305,cat
0.3018054,0.09142472,2000.6109723111435,1681.598338077592,3793.758877840909,0.12672230113636362,-282.36142,98.9796,-41.485054,46.852833,-9.987564,46.21558,8.903964,22.120214,1.2593012,-15.702651,-5.1637297,22.677414,27.524015,-10.36071,-0.011884949,0.6745754,5.178453,-6.551538,24.263199,10.356468,cat
0.47243518,0.028300105,1493.9346330854612,1605.2643050420543,3099.6150417069634,0.07455214125967118,-315.44226,127.57332,-15.823197,29.784998,-1.5668646,9.425674,-5.92516,2.0438716,-1.0287228,-2.4981327,1.4575812,-2.128281,1.2916371,-8.028999,-1.2298454,-3.0072522,-0.19701529,-3.6868572,-1.7572643,1.2997416,cat
0.5024646,0.0068428903,1399.3752179704245,1623.463934648164,2697.7422987782415,0.06818478327603143,-446.7557,147.14734,-16.768398,35.634495,-21.382141,23.308323,-12.828076,13.109802,-3.6447604,0.55392253,-0.15619951,-4.704568,5.0122833,-8.445911,8.579658,-6.239416,4.638402,-3.0724325,1.1839817,-0.6581134,cat
0.47942433,0.008367819,1456.0285191582534,1654.150678814978,2887.65588708826,0.071044921875,-437.45215,142.8206,-21.16041,38.468544,-23.439213,28.39243,-10.161507,12.123291,-6.888795,-3.4691184,-4.4225616,-6.511664,7.351006,-4.3796916,14.28908,-4.7200723,4.2291245,-2.8684125,0.99095666,-3.4252782,cat
0.46157452,0.008882592,1409.9723054217209,1650.5121648734282,2792.7566225165565,0.06590826779801325,-442.20367,136.67555,-13.110454,33.559155,-17.584126,23.956566,-7.2818675,9.074771,-8.281963,-5.6519537,-4.5808067,-6.8909874,7.1930265,-2.4908433,13.002815,-1.3257725,2.72914,-2.3545246,0.88806665,-3.6792605,cat
0.5454389,0.007879664,1336.4927339940637,1767.1428634006572,2964.1693115234375,0.051290845114087304,-437.2459,146.21535,-5.5747523,47.931293,-20.908901,30.40346,-11.906832,15.882138,-6.9466968,0.56585133,0.12408079,-3.1815166,8.108435,-8.640193,12.139804,-4.2212887,7.7796392,-2.3014526,1.6640979,-0.6694456,cat
0.52589905,0.007603899,1316.6095279491396,1784.1950325407483,2983.5154566271553,0.04712755926724138,-442.26538,145.94618,-3.2063324,46.343452,-20.60605,30.971275,-10.362918,16.289015,-6.1911297,1.6749932,-0.7646501,-3.9151201,7.0796547,-9.861459,11.989792,-2.7759478,8.902444,-2.3754652,0.86741525,-1.8155943,cat
0.53255,0.010635378,1503.29229959598,1730.9648544402137,3313.7322059044473,0.06441556490384616,-401.7948,144.19545,-25.259369,45.350746,-21.369999,27.904623,-9.589622,11.221106,-7.6136546,-2.4481363,-3.4640603,-3.9592474,8.015618,-6.1075253,17.27492,-0.55352986,6.8750234,-1.0709289,0.018705918,-1.2689837,cat
0.40426823,0.07287075,1547.6871061955428,1453.0634852876685,2804.668469309115,0.09397855718085106,-221.29721,132.33197,-47.224445,16.7966,-9.679675,24.35444,-1.4607611,8.243792,8.9268,3.131099,3.404014,-1.0968878,3.934449,-3.6052926,5.262256,0.7266334,7.4857855,0.61572206,0.62547225,3.7520554,cat
0.32888666,0.0750935,2013.5277286009161,1683.5793497103039,3619.454698159661,0.13612473178917253,-223.97166,91.72408,-40.01044,39.370407,2.2211676,18.333239,-3.9565516,20.02088,9.142263,16.085217,14.688438,-2.4443767,1.1650385,-5.8764715,10.276329,1.78089,2.321729,0.769376,7.314503,-1.9084992,cat
